state,incidentType,expectedResourceLevel,disasterCategory,durationClass,durationDays,declarationDelayDays,fyDeclared,ihProgramDeclared,paProgramDeclared,hmProgramDeclared,expectedResourceScore,missionAssignmentCount,uniqueAgencyCount,uniqueMaTypeCount,uniquePriorityCount,responseComplexityScore,missionDensity,agencyDensity,stage1_funded_prediction,ml_base_prediction,true_funding,totalObligatedFunding
DE,Hurricane,Very High,Weather,Medium,6,53,2022,False,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
FL,Hurricane,Very High,Weather,Long,42,6,2022,False,True,True,5,719,46,2,4,33074,17.11904761904762,1.095238095238095,1,171079950.0,174146379.9,174146379.9
FL,Hurricane,Very High,Weather,Long,42,7,2022,True,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
HI,Severe Storm,Medium-High,Weather,Medium,5,72,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
IA,Severe Storm,Medium-High,Weather,Short,0,70,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
KS,Severe Storm,Medium-High,Weather,Short,0,64,2022,False,True,True,3,2,1,1,2,2,0.0,0.0,1,18926.668,0.0,0.0
KS,Snowstorm,Medium,Weather,Medium,5,69,2022,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
KY,Tornado,Medium-High,Weather,Short,1,2,2022,True,True,True,3,126,15,2,3,1890,126.0,15.0,1,16888688.0,20379673.77,20379673.77
KY,Severe Storm,Medium-High,Weather,Short,2,58,2022,False,True,True,3,5,1,1,1,5,2.5,0.5,1,6066.205,2846.26,2846.26
KY,Flood,High,Weather,Long,16,3,2022,True,True,True,4,172,13,2,3,2236,10.75,0.8125,1,9005616.0,6839851.34,6839851.34
MA,Snowstorm,Medium,Weather,Short,1,80,2022,False,True,True,2,5,1,1,1,5,5.0,1.0,1,1864.8708,1953.86,1953.86
ME,Coastal Storm,High,Weather,Short,1,136,2022,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MN,Severe Storm,Medium-High,Weather,Medium,5,61,2022,False,True,True,3,16,4,1,2,64,3.2,0.8,1,1299912.6,728757.85,728757.85
MN,Flood,High,Weather,Long,54,82,2022,False,True,True,4,8,1,1,1,8,0.1481481481481481,0.01851851851851852,1,2489126.2,2592292.55,2592292.55
MN,Severe Storm,Medium-High,Weather,Short,1,72,2022,False,True,True,3,7,1,1,1,7,7.0,1.0,1,541860.9,820737.03,820737.03
MO,Severe Storm,Medium-High,Weather,Short,0,31,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MO,Flood,High,Weather,Short,3,14,2022,True,True,True,4,25,6,2,2,150,8.333333333333334,2.0,1,827834.5,843884.24,843884.24
MS,Hurricane,Very High,Weather,Medium,4,55,2022,True,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MT,Flood,High,Weather,Long,25,6,2022,True,True,True,4,46,10,2,2,460,1.84,0.4,1,643978.06,614130.21,614130.21
ND,Severe Storm,Medium-High,Weather,Long,33,82,2022,False,True,True,3,3,1,1,1,3,0.09090909090909091,0.0303030303030303,1,22262.059,24144.87,24144.87
NE,Severe Storm,Medium-High,Weather,Short,0,70,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NE,Severe Storm,Medium-High,Weather,Short,0,76,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NH,Flood,High,Weather,Medium,4,67,2022,False,True,True,4,5,2,1,1,10,1.25,0.5,1,11563.03,11367.96,11367.96
NM,Fire,Medium,Unknown,Long,109,29,2022,True,True,True,2,249,19,2,4,4731,2.28440366972477,0.1743119266055046,1,89293550.0,78205834.34,78205834.34
NY,Hurricane,Very High,Weather,Short,1,51,2022,False,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
OK,Severe Storm,Medium-High,Weather,Medium,6,58,2022,True,False,True,3,14,2,1,1,28,2.333333333333333,0.3333333333333333,1,291101.97,276748.52,276748.52
OK,Severe Storm,Medium-High,Weather,Medium,6,141,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
PR,Flood,High,Weather,Short,2,53,2022,True,False,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
PR,Hurricane,Very High,Weather,Medium,4,4,2022,True,True,True,5,210,26,2,4,5460,52.5,6.5,1,912647940.0,1477526835.95,1477526835.95
RI,Snowstorm,Medium,Weather,Short,1,104,2022,False,True,True,2,3,1,1,1,3,3.0,1.0,1,1259.7457,1224.73,1224.73
SD,Severe Storm,Medium-High,Weather,Short,0,48,2022,False,True,True,3,9,2,1,2,18,0.0,0.0,1,34428.55,36002.96,36002.96
SD,Severe Storm,Medium-High,Weather,Short,3,52,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TN,Tornado,Medium-High,Weather,Short,1,35,2022,True,True,True,3,6,2,2,1,12,6.0,2.0,1,49134.62,31324.47,31324.47
TN,Severe Storm,Medium-High,Weather,Short,1,36,2022,False,True,True,3,5,2,1,1,10,5.0,2.0,1,42585.32,51608.46000000001,51608.46000000001
VA,Flood,High,Weather,Short,1,57,2022,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VA,Severe Storm,Medium-High,Weather,Short,1,68,2022,False,True,True,3,16,2,1,2,32,16.0,2.0,1,75886.63,51512.71,51512.71
VA,Severe Storm,Medium-High,Weather,Short,1,79,2022,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
WA,Fire,Medium,Unknown,Long,27,162,2022,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
WA,Flood,High,Weather,Long,27,61,2022,True,True,True,4,33,9,1,2,297,1.222222222222222,0.3333333333333333,1,931802.1,161821.91,161821.91
WA,Flood,High,Weather,Long,20,93,2022,False,True,True,4,6,2,1,2,12,0.3,0.1,1,256261.0,500763.54,500763.54
AK,Flood,High,Weather,Long,22,103,2023,True,True,True,4,7,2,1,2,14,0.3181818181818182,0.09090909090909091,1,239240.58,327770.63,327770.63
AL,Severe Storm,Medium-High,Weather,Short,0,3,2023,True,True,True,3,11,2,1,2,22,0.0,0.0,1,93187.8,134662.98,134662.98
AL,Severe Storm,Medium-High,Weather,Short,3,42,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AR,Severe Storm,Medium-High,Weather,Short,0,2,2023,True,True,True,3,32,9,1,2,288,0.0,0.0,1,181058.62,134078.84,134078.84
AR,Winter Storm,Medium,Weather,Short,3,64,2023,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AZ,Flood,High,Weather,Short,1,90,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AZ,Severe Storm,Medium-High,Weather,Short,3,87,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Flood,High,Weather,Long,35,18,2023,True,True,True,4,110,16,2,2,1760,3.142857142857143,0.4571428571428571,1,8981943.0,9337382.52,9337382.52
CA,Earthquake,Very High,Geological,Long,12,78,2023,False,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Severe Storm,Medium-High,Weather,Long,139,41,2023,True,True,True,3,91,12,2,3,1092,0.6546762589928058,0.08633093525179857,1,4245120.5,4633969.29,4633969.29
CA,Winter Storm,Medium,Weather,Long,19,70,2023,True,True,True,2,5,1,1,1,5,0.2631578947368421,0.05263157894736842,1,41066.35,59874.39000000001,59874.39000000001
CA,Severe Storm,Medium-High,Weather,Short,3,84,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Severe Storm,Medium-High,Weather,Medium,5,75,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Hurricane,Very High,Weather,Short,2,39,2023,False,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CO,Flood,High,Weather,Long,15,78,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
FL,Hurricane,Very High,Weather,Long,23,36,2023,False,True,True,5,12,3,1,2,36,0.5217391304347826,0.1304347826086956,1,141080.2,228100.4,228100.4
FL,Flood,High,Weather,Short,2,15,2023,True,True,True,4,5,1,1,1,5,2.5,0.5,1,12616.098,25153.5,25153.5
FL,Hurricane,Very High,Weather,Medium,8,4,2023,True,True,True,5,234,38,2,4,8892,29.25,4.75,1,10456386.0,6732888.2,6732888.2
GA,Severe Storm,Medium-High,Weather,Short,0,4,2023,True,True,True,3,9,3,1,2,27,0.0,0.0,1,35990.406,20189.71,20189.71
GA,Hurricane,Very High,Weather,Short,0,8,2023,True,True,True,5,11,4,1,2,44,0.0,0.0,1,209870.45,184718.91,184718.91
GU,Hurricane,Very High,Weather,Medium,7,3,2023,True,True,True,5,318,22,2,4,6996,45.42857142857143,3.142857142857143,1,81452490.0,81128477.27,81128477.27
HI,Fire,Medium,Unknown,Long,53,2,2023,True,True,True,2,537,30,2,4,16110,10.13207547169811,0.5660377358490566,1,1356129800.0,1384018846.42,1384018846.42
IA,Flood,High,Weather,Long,19,123,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
IL,Flood,High,Weather,Short,3,81,2023,True,False,True,4,6,1,1,1,6,2.0,0.3333333333333333,1,13875.559,93837.37,93837.37
IL,Severe Storm,Medium-High,Weather,Short,3,47,2023,True,False,True,3,25,7,1,2,175,8.333333333333334,2.333333333333333,1,560532.25,613294.9400000001,613294.9400000001
IN,Severe Storm,Medium-High,Weather,Short,1,15,2023,True,True,True,3,2,1,1,1,2,2.0,1.0,1,5733.303,4538.959999999999,4538.959999999999
KY,Severe Storm,Medium-High,Weather,Short,1,38,2023,False,True,True,3,5,1,1,1,5,5.0,1.0,1,11676.658,10739.56,10739.56
KY,Flood,High,Weather,Medium,5,83,2023,False,True,True,4,12,2,1,1,24,2.4,0.4,1,727527.1,751774.63,751774.63
ME,Severe Storm,Medium-High,Weather,Short,1,89,2023,False,True,True,3,11,2,1,1,22,11.0,2.0,1,63742.35,53684.48,53684.48
ME,Flood,High,Weather,Short,1,67,2023,False,True,True,4,3,1,1,1,3,3.0,1.0,1,21146.02,23296.89,23296.89
ME,Flood,High,Weather,Short,0,68,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
ME,Flood,High,Weather,Short,0,72,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MN,Flood,High,Weather,Long,19,99,2023,False,True,True,4,9,4,1,2,36,0.4736842105263158,0.2105263157894737,1,1232693.0,1243478.26,1243478.26
MO,Severe Storm,Medium-High,Weather,Long,16,54,2023,False,True,True,3,4,1,1,2,4,0.25,0.0625,1,451.17853,319.5299999999997,319.5299999999997
MP,Tropical Storm,Medium-High,Weather,Medium,7,11,2023,False,True,True,3,9,3,1,2,27,1.285714285714286,0.4285714285714285,1,112975.31,157279.26,157279.26
MS,Severe Storm,Medium-High,Weather,Short,1,2,2023,True,True,True,3,72,7,2,2,504,72.0,7.0,1,2183521.2,1922762.62,1922762.62
MS,Severe Storm,Medium-High,Weather,Medium,5,59,2023,True,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MT,Flood,High,Weather,Long,16,124,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
ND,Snowstorm,Medium,Weather,Short,2,88,2023,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
ND,Flood,High,Weather,Long,26,86,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NH,Severe Storm,Medium-High,Weather,Short,3,83,2023,False,True,True,3,7,2,1,1,14,2.333333333333333,0.6666666666666666,1,54862.176,50762.60000000001,50762.60000000001
NH,Flood,High,Weather,Medium,8,67,2023,False,True,True,4,3,1,1,1,3,0.375,0.125,1,396.426,229.96,229.96
NJ,Severe Storm,Medium-High,Weather,Short,1,28,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NV,Flood,High,Weather,Long,11,50,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NY,Snowstorm,Medium,Weather,Medium,5,82,2023,True,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NY,Severe Storm,Medium-High,Weather,Short,1,13,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
OK,Severe Storm,Medium-High,Weather,Medium,4,72,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
OK,Tornado,Medium-High,Weather,Short,1,5,2023,True,True,True,3,10,3,1,3,30,10.0,3.0,1,71178.914,58162.35000000001,58162.35000000001
OK,Severe Storm,Medium-High,Weather,Medium,4,35,2023,False,True,True,3,3,1,1,1,3,0.75,0.25,1,89374.625,170007.59,170007.59
OR,Mud/Landslide,Medium,Unknown,Short,1,78,2023,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SC,Hurricane,Very High,Weather,Medium,9,57,2023,True,True,True,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SD,Winter Storm,Medium,Weather,Long,13,70,2023,False,True,True,2,1,1,1,1,1,0.07692307692307693,0.07692307692307693,1,1001.5654,867.16,867.16
SD,Winter Storm,Medium,Weather,Long,13,70,2023,False,True,True,2,1,1,1,1,1,0.07692307692307693,0.07692307692307693,1,1001.5654,216.78,216.78
SD,Winter Storm,Medium,Weather,Long,13,77,2023,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SD,Flood,High,Weather,Long,26,88,2023,False,True,True,4,5,2,1,2,10,0.1923076923076923,0.07692307692307693,1,32997.51,29651.87,29651.87
TN,Winter Storm,Medium,Weather,Medium,5,76,2023,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TN,Severe Storm,Medium-High,Weather,Short,1,7,2023,True,True,True,3,14,3,2,2,42,14.0,3.0,1,382642.25,402795.42,402795.42
TN,Severe Storm,Medium-High,Weather,Short,2,77,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TN,Severe Storm,Medium-High,Weather,Short,1,53,2023,False,True,True,3,2,1,1,1,2,2.0,1.0,1,7260.701,9474.84,9474.84
TN,Severe Storm,Medium-High,Weather,Short,3,48,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TN,Severe Storm,Medium-High,Weather,Short,0,51,2023,False,True,True,3,2,1,1,1,2,0.0,0.0,0,0.0,0.0,0.0
TX,Winter Storm,Medium,Weather,Short,3,81,2023,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VT,Severe Storm,Medium-High,Weather,Short,2,88,2023,False,True,True,3,2,1,1,1,2,1.0,0.5,1,1820.5846,1732.440000000002,1732.440000000002
VT,Flood,High,Weather,Long,14,7,2023,True,True,True,4,157,19,2,4,2983,11.21428571428571,1.357142857142857,1,7981509.5,8048120.36,8048120.36
WA,Severe Storm,Medium-High,Weather,Medium,5,70,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
WV,Flood,High,Weather,Short,1,139,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
WV,Severe Storm,Medium-High,Weather,Short,1,106,2023,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
WY,Flood,High,Weather,Short,0,88,2023,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AK,Mud/Landslide,Medium,Unknown,Short,0,116,2024,True,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AK,Mud/Landslide,Medium,Unknown,Short,0,138,2024,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AR,Severe Storm,Medium-High,Weather,Short,1,142,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AR,Severe Storm,Medium-High,Weather,Short,3,6,2024,True,True,True,3,13,3,1,1,39,4.333333333333333,1.0,1,168744.84,90938.80999999998,90938.80999999998
CA,Tropical Storm,Medium-High,Weather,Short,2,60,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Hurricane,Very High,Weather,Short,2,94,2024,False,True,True,5,3,3,1,1,9,1.5,1.5,1,18326.121,16990.68,16990.68
CA,Flood,High,Weather,Short,2,29,2024,True,False,True,4,13,3,1,1,39,6.5,1.5,1,42845.96,31663.52,31663.52
CA,Severe Storm,Medium-High,Weather,Medium,9,73,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Severe Storm,Medium-High,Weather,Medium,9,79,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CA,Severe Storm,Medium-High,Weather,Short,1,80,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CT,Severe Storm,Medium-High,Weather,Short,1,33,2024,True,True,True,3,8,2,1,2,16,8.0,2.0,1,32040.045,24695.95,24695.95
FL,Severe Storm,Medium-High,Weather,Short,0,38,2024,True,True,True,3,9,2,1,1,18,0.0,0.0,1,12679.863,149094.92,149094.92
FL,Tropical Storm,Medium-High,Weather,Long,26,9,2024,True,True,True,3,78,20,1,3,1560,3.0,0.7692307692307693,1,753378.1,679602.6499999999,679602.6499999999
FL,Hurricane,Very High,Weather,Long,14,5,2024,False,True,True,5,336,36,2,4,12096,24.0,2.571428571428572,1,7387288.0,6826773.82,6826773.82
GA,Tropical Storm,Medium-High,Weather,Long,16,51,2024,True,True,True,3,13,4,1,3,52,0.8125,0.25,1,130037.91,1348865.77,1348865.77
GA,Hurricane,Very High,Weather,Long,36,6,2024,True,True,True,5,231,44,2,3,10164,6.416666666666667,1.222222222222222,1,163830500.0,171127070.2,171127070.2
HI,Flood,High,Weather,Short,3,67,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
IA,Tornado,Medium-High,Weather,Short,1,18,2024,True,True,True,3,12,4,1,2,48,12.0,4.0,1,595256.4,1085389.59,1085389.59
IA,Severe Storm,Medium-High,Weather,Long,11,4,2024,True,True,True,3,20,5,2,2,100,1.818181818181818,0.4545454545454545,1,629166.5,596675.0599999999,596675.0599999999
IA,Severe Storm,Medium-High,Weather,Long,37,8,2024,True,True,True,3,47,9,2,2,423,1.27027027027027,0.2432432432432433,1,3610811.8,3835790.300000002,3835790.300000002
ID,Flood,High,Weather,Short,1,57,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
IL,Flood,High,Weather,Short,1,64,2024,True,False,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
IL,Flood,High,Weather,Short,3,69,2024,True,False,True,4,4,1,1,1,4,1.333333333333333,0.3333333333333333,1,1764.3525,1612.79,1612.79
KS,Severe Storm,Medium-High,Weather,Medium,7,104,2024,False,True,True,3,2,1,1,1,2,0.2857142857142857,0.1428571428571428,1,2029.2231,329.4499999999998,329.4499999999998
KS,Winter Storm,Medium,Weather,Medium,8,111,2024,False,True,True,2,2,1,1,2,2,0.25,0.125,0,0.0,0.0,0.0
KS,Severe Storm,Medium-High,Weather,Medium,5,81,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
KS,Severe Storm,Medium-High,Weather,Short,0,93,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
KS,Severe Storm,Medium-High,Weather,Long,11,90,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
KY,Severe Storm,Medium-High,Weather,Short,0,50,2024,True,False,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
KY,Severe Storm,Medium-High,Weather,Medium,6,63,2024,True,True,True,3,9,3,1,1,27,1.5,0.5,1,615478.75,951206.5599999999,951206.5599999999
LA,Hurricane,Very High,Weather,Short,3,7,2024,True,True,True,5,122,22,1,2,2684,40.66666666666666,7.333333333333333,1,4179350.0,3714550.36,3714550.36
MA,Flood,High,Weather,Short,2,247,2024,True,False,True,4,3,1,1,1,3,1.5,0.5,1,951.74097,158.31,158.31
ME,Severe Storm,Medium-High,Weather,Medium,4,44,2024,True,True,True,3,20,3,1,2,60,5.0,0.75,1,532949.06,691536.72,691536.72
ME,Severe Storm,Medium-High,Weather,Medium,4,71,2024,True,True,True,3,7,1,1,2,7,1.75,0.25,1,9462.929,5417.849999999999,5417.849999999999
ME,Winter Storm,Medium,Weather,Short,2,51,2024,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MI,Flood,High,Weather,Short,2,168,2024,True,False,True,4,5,3,1,2,15,2.5,1.5,1,19211.521,19393.34999999998,19393.34999999998
MN,Flood,High,Weather,Long,18,12,2024,True,True,True,4,20,5,1,2,100,1.111111111111111,0.2777777777777778,1,1938330.0,2243800.07,2243800.07
MO,Severe Storm,Medium-High,Weather,Medium,8,65,2024,True,True,True,3,2,1,1,1,2,0.25,0.125,0,0.0,0.0,0.0
MS,Severe Storm,Medium-High,Weather,Short,3,63,2024,True,False,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MT,Flood,High,Weather,Medium,7,132,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MT,Severe Storm,Medium-High,Weather,Short,3,73,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MT,Straight-Line Winds,Medium,Weather,Short,0,30,2024,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NC,Tropical Storm,Medium-High,Weather,Long,84,3,2024,True,True,True,3,576,54,2,4,31104,6.857142857142857,0.6428571428571429,1,2222546200.0,3062991690.99,3062991690.99
ND,Winter Storm,Medium,Weather,Short,2,52,2024,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NE,Tornado,Medium-High,Weather,Short,2,8,2024,True,True,True,3,8,3,1,1,24,4.0,1.5,1,157560.06,171539.27,171539.27
NE,Severe Storm,Medium-High,Weather,Short,1,48,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NE,Severe Storm,Medium-High,Weather,Long,14,92,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NE,Severe Storm,Medium-High,Weather,Long,19,97,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NH,Severe Storm,Medium-High,Weather,Medium,4,72,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NH,Severe Storm,Medium-High,Weather,Medium,5,101,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NH,Winter Storm,Medium,Weather,Short,2,98,2024,False,True,True,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NH,Severe Storm,Medium-High,Weather,Short,3,41,2024,False,True,True,3,6,1,1,1,6,2.0,0.3333333333333333,1,1439.077,386.6999999999998,386.6999999999998
NM,Fire,Medium,Unknown,Long,64,3,2024,True,True,True,2,120,14,2,4,1680,1.875,0.21875,1,8788306.0,9704023.83,9704023.83
NM,Flood,High,Weather,Short,1,61,2024,False,True,True,4,5,1,1,1,5,5.0,1.0,1,17576.668,22603.03,22603.03
NY,Flood,High,Weather,Short,2,124,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NY,Flood,High,Weather,Short,1,50,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NY,Tropical Storm,Medium-High,Weather,Short,2,43,2024,True,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NY,Tropical Storm,Medium-High,Weather,Short,2,47,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
OH,Tornado,Medium-High,Weather,Short,0,49,2024,True,False,True,3,5,2,1,2,10,0.0,0.0,1,22440.008,55980.44000000005,55980.44000000005
OK,Tornado,Medium-High,Weather,Long,14,5,2024,True,True,True,3,40,7,1,2,280,2.857142857142857,0.5,1,941682.5,689765.34,689765.34
OK,Severe Storm,Medium-High,Weather,Medium,9,26,2024,True,True,True,3,4,2,1,2,8,0.4444444444444444,0.2222222222222222,1,2960.264,2724.639999999999,2724.639999999999
OK,Severe Storm,Medium-High,Weather,Short,1,131,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
OR,Severe Storm,Medium-High,Weather,Long,12,94,2024,False,True,True,3,16,2,1,2,32,1.333333333333333,0.1666666666666667,1,1145611.9,2114720.71,2114720.71
PA,Tropical Storm,Medium-High,Weather,Short,1,33,2024,True,True,True,3,7,1,1,2,7,7.0,1.0,1,7505.244,6677.0,6677.0
PR,Flood,High,Weather,Long,11,85,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
RI,Severe Storm,Medium-High,Weather,Short,3,119,2024,True,False,True,3,4,1,1,1,4,1.333333333333333,0.3333333333333333,1,166.68872,120.5699999999997,120.5699999999997
RI,Severe Storm,Medium-High,Weather,Short,2,94,2024,True,False,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
RI,Severe Storm,Medium-High,Weather,Medium,4,71,2024,True,True,True,3,3,1,1,1,3,0.75,0.25,1,4485.2974,993.4699999999998,993.4699999999998
SC,Hurricane,Very High,Weather,Long,12,4,2024,True,True,True,5,125,29,2,4,3625,10.41666666666667,2.416666666666667,1,11002536.0,13276685.96,13276685.96
SC,Tropical Storm,Medium-High,Weather,Long,18,56,2024,False,True,True,3,11,3,2,2,33,0.6111111111111112,0.1666666666666667,1,12961.468,8874.060000000056,8874.060000000056
SD,Flood,High,Weather,Long,22,60,2024,True,True,True,4,25,5,2,3,125,1.136363636363636,0.2272727272727273,1,181379.56,145773.55,145773.55
TN,Severe Storm,Medium-High,Weather,Short,0,4,2024,True,True,True,3,23,4,2,2,92,0.0,0.0,1,432144.12,476236.66,476236.66
TN,Severe Storm,Medium-High,Weather,Short,1,40,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TX,Flood,High,Weather,Long,40,21,2024,True,True,True,4,36,8,1,1,288,0.9,0.2,1,4140246.5,4193217.05,4193217.05
TX,Hurricane,Very High,Weather,Medium,4,4,2024,True,True,True,5,115,20,2,4,2300,28.75,5.0,1,5123392.0,4247306.22,4247306.22
UT,Flood,High,Weather,Long,26,236,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VT,Flood,High,Weather,Short,2,64,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VT,Severe Storm,Medium-High,Weather,Short,1,75,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VT,Severe Storm,Medium-High,Weather,Medium,4,101,2024,False,True,True,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VT,Severe Storm,Medium-High,Weather,Short,2,42,2024,True,True,True,3,22,4,1,1,88,11.0,2.0,1,283402.62,46020.58000000001,46020.58000000001
VT,Flood,High,Weather,Short,2,20,2024,False,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
VT,Flood,High,Weather,Short,2,59,2024,True,True,True,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
